altitude,temp,N2,O2,O,He,H,Ar,N
62000,234.4177704,3.042425024e+21,8.158487461e+20,4.806339356e+13,2.026083820e+16,0.000000000e+00,3.636041412e+19,0.000000000e+00
63000,232.1699066,2.660969010e+21,7.135584877e+20,5.156498729e+13,1.772055617e+16,0.000000000e+00,3.180158603e+19,0.000000000e+00
64000,229.9583588,2.324074706e+21,6.232178273e+20,5.643357599e+13,1.547703062e+16,0.000000000e+00,2.777531738e+19,0.000000000e+00
65000,227.8062592,2.026777036e+21,5.434952475e+20,6.320598024e+13,1.349719457e+16,0.000000000e+00,2.422227415e+19,0.000000000e+00
66000,225.7344971,1.764713981e+21,4.732210789e+20,7.267336323e+13,1.175200226e+16,0.000000000e+00,2.109032407e+19,0.000000000e+00
67000,223.7310333,1.534216375e+21,4.114114610e+20,8.564647972e+13,1.021701745e+16,0.000000000e+00,1.833561863e+19,0.000000000e+00
68000,221.7359924,1.332167444e+21,3.572305538e+20,1.025316152e+14,8.871485268e+15,0.000000000e+00,1.592090528e+19,0.000000000e+00
69000,219.6893921,1.155558644e+21,3.098715797e+20,1.234924061e+14,7.695370214e+15,0.000000000e+00,1.381023108e+19,0.000000000e+00
70000,217.5360413,1.001533918e+21,2.685687333e+20,1.482126441e+14,6.669652566e+15,0.000000000e+00,1.196946170e+19,0.000000000e+00
71000,215.2259064,8.674335392e+20,2.326087217e+20,1.755703274e+14,5.776619344e+15,0.000000000e+00,1.036681135e+19,0.000000000e+00
72000,212.7857513,7.505782878e+20,2.012730977e+20,2.051748324e+14,4.998428715e+15,0.000000000e+00,8.970258413e+18,0.000000000e+00
73000,210.3891449,6.482823296e+20,1.738417076e+20,2.410082646e+14,4.317195631e+15,0.000000000e+00,7.747705936e+18,0.000000000e+00
74000,208.2132568,5.584627497e+20,1.497559114e+20,2.906316121e+14,3.719047884e+15,0.000000000e+00,6.674260431e+18,0.000000000e+00
75000,206.4208069,4.795361811e+20,1.285911746e+20,3.674698857e+14,3.193441060e+15,0.000000000e+00,5.730998751e+18,0.000000000e+00
76000,205.1654968,4.102426713e+20,1.100096040e+20,4.975083085e+14,2.732016617e+15,1.509854544e+13,4.902863086e+18,0.000000000e+00
77000,204.5287933,3.496722118e+20,9.376718725e+19,7.334571352e+14,2.330930828e+15,3.452241235e+13,4.178977890e+18,0.000000000e+00
78000,204.3913422,2.972447178e+20,7.970837418e+19,1.182466505e+15,1.986653900e+15,5.977733385e+13,3.552410194e+18,0.000000000e+00
79000,204.604538,2.522680248e+20,6.764753646e+19,2.088771445e+15,1.693242538e+15,8.484386610e+13,3.014887821e+18,0.000000000e+00
80000,205.0237579,2.139480391e+20,5.737152718e+19,4.050676267e+15,1.444518969e+15,1.044965543e+14,2.556920613e+18,0.000000000e+00
81000,205.5042419,1.814717377e+20,4.866262103e+19,8.640428375e+15,1.234494799e+15,1.163625675e+14,2.168783937e+18,0.000000000e+00
82000,205.9244995,1.540338913e+20,4.130469801e+19,2.003984710e+16,1.057469065e+15,1.206598165e+14,1.840865039e+18,0.000000000e+00
83000,206.2700348,1.308383829e+20,3.508420438e+19,4.714759117e+16,9.079703806e+14,1.189476345e+14,1.563636377e+18,0.000000000e+00
84000,206.555542,1.112014922e+20,2.981768222e+19,1.033694518e+17,7.813573619e+14,1.131346815e+14,1.328932700e+18,0.000000000e+00
85000,206.795929,9.455641669e+19,2.535261608e+19,1.940537349e+17,6.738601690e+14,1.049178889e+14,1.129978408e+18,0.000000000e+00
86000,207.0064087,8.043266207e+19,2.155956485e+19,2.866495361e+17,5.823710573e+14,9.574016457e+13,9.608725574e+17,0.000000000e+00
87000,207.1960144,6.843987533e+19,1.833453671e+19,3.441880276e+17,5.049855110e+14,8.666742365e+13,8.166617805e+17,0.000000000e+00
88000,207.3342743,5.825995016e+19,1.559384015e+19,3.993125584e+17,4.404060136e+14,7.813387728e+13,6.938011830e+17,0.000000000e+00
89000,207.3748627,4.962365137e+19,1.326604649e+19,4.506899537e+17,3.864020344e+14,7.034861152e+13,5.892588615e+17,0.000000000e+00
90000,207.2716827,4.229818593e+19,1.128934559e+19,4.963010632e+17,3.411423401e+14,6.337938116e+13,5.003769528e+17,0.000000000e+00
91000,206.9794006,3.608333939e+19,9.610497986e+18,5.346145767e+17,3.031289603e+14,5.721296155e+13,4.248474103e+17,0.000000000e+00
92000,206.4541168,3.080832461e+19,8.183941023e+18,5.646464311e+17,2.711422920e+14,5.179420600e+13,3.606708064e+17,3.383357440e+10
93000,205.6543274,2.632749147e+19,6.970823456e+18,5.859502248e+17,2.441837051e+14,4.705179874e+13,3.061341363e+17,4.101162189e+10
94000,204.5420837,2.251743079e+19,5.938301223e+18,5.985577749e+17,2.214376421e+14,4.290978093e+13,2.597726100e+17,4.914680627e+10
95000,203.1265259,1.926955041e+19,5.056418131e+18,6.029130092e+17,2.021946955e+14,3.925377810e+13,2.202076977e+17,5.831397786e+10
96000,201.5337524,1.648719115e+19,4.298496728e+18,6.002730818e+17,1.857784581e+14,3.595904745e+13,1.860752147e+17,6.867598131e+10
97000,199.9029388,1.409390068e+19,3.645053120e+18,5.913521255e+17,1.716583840e+14,3.296867228e+13,1.565810386e+17,8.034976563e+10
98000,198.3645325,1.202934550e+19,3.080929163e+18,5.768193305e+17,1.594123753e+14,3.023785742e+13,1.311197337e+17,9.345024000e+10
99000,197.0411072,1.024599482e+19,2.594143204e+18,5.574556938e+17,1.487155747e+14,2.773319313e+13,1.091990711e+17,1.081090294e+11
100000,196.0492249,8.705583974e+18,2.174958107e+18,5.340647178e+17,1.393030028e+14,2.542824902e+13,9.040736077e+16,1.244742369e+11
101000,195.5028076,7.376804380e+18,1.815164642e+18,5.074483244e+17,1.309582756e+14,2.330230732e+13,7.438796598e+16,1.427064095e+11
102000,195.5180664,6.234149566e+18,1.507700509e+18,4.783987806e+17,1.235047290e+14,2.133825736e+13,6.082113925e+16,1.629777101e+11
103000,196.2194366,5.253973432e+18,1.246300966e+18,4.476795595e+17,1.167858399e+14,1.952144425e+13,4.941505473e+16,1.854600643e+11
104000,197.7477112,4.415507855e+18,1.025328540e+18,4.159152184e+17,1.106660567e+14,1.783813584e+13,3.990550751e+16,2.102737797e+11
105000,200.2484131,3.700863505e+18,8.398924683e+17,3.833136678e+17,1.050305228e+14,1.627705259e+13,3.207350795e+16,2.372096655e+11
106000,203.7439728,3.096052120e+18,6.857186043e+17,3.507881897e+17,9.984703411e+13,1.483801520e+13,2.568850219e+16,2.663486259e+11
